
Predictions were generated on 20-Aug-2026 at 20:12:23 using HydroDyn Driver, compiled on Jul 05 2026 at 14:20:01 as a 64-bit application using single precision at commit Unversioned from 02847314dfdc4069d70b8b493e37b12b810a11e2
 linked with  NWTC Subroutine Library

Description from the driver input file: File for NRELOffshrBsline5MW_OC4DeepCwindSemi_HydroDyn

Time	Wave1Elev	Wave1Elv1	Wave1Elv2	PRPSurge	PRPSway	PRPHeave	PRPRoll	PRPPitch	PRPYaw	HydroFxi	HydroFyi	HydroFzi	HydroMxi	HydroMyi	HydroMzi	PRPTVxi	PRPTVyi	PRPTVzi	PRPRVxi	PRPRVyi	PRPRVzi	PRPTAxi	PRPTAyi	PRPTAzi	PRPRAxi	PRPRAyi	PRPRAzi	B1WvsFxi	B1HdSFxi	B1RdtFxi	B2WvsFxi	B2HdSFxi	B2RdtFxi	B3WvsFxi	B3HdSFxi	B3RdtFxi	B4WvsFxi	B4HdSFxi	B4RdtFxi	B5WvsFxi	B5HdSFxi	B5RdtFxi
   18.4600	   1.057975E+00	   1.057975E+00	   0.000000E+00	   6.530837E+00	  -6.910612E-02	  -2.108946E-01	   1.000578E-04	  -2.592830E-02	   2.432196E-02	   3.597676E+06	  -6.513338E+05	   2.792618E+08	  -1.367300E+07	   3.635014E+07	   4.398740E+07	   3.560695E-01	  -5.279088E-03	  -2.831320E-02	  -5.107849E-04	  -1.828140E-03	   1.340985E-04	  -2.424394E-02	  -9.416528E-03	  -1.009042E-02	  -1.496548E-04	  -1.998391E-04	  -1.107898E-04	   1.036791E+05	   0.000000E+00	   0.000000E+00	  -2.138634E+05	   0.000000E+00	   0.000000E+00	   3.107179E+05	   0.000000E+00	   0.000000E+00	  -4.274819E+05	   0.000000E+00	   0.000000E+00	   6.098477E+05	   0.000000E+00	   0.000000E+00
   18.4700	   1.053551E+00	   1.053551E+00	   0.000000E+00	   6.534396E+00	  -6.915938E-02	  -2.111783E-01	   9.449739E-05	  -2.594648E-02	   2.432344E-02	   3.599302E+06	  -6.480390E+05	   2.792587E+08	  -1.359513E+07	   3.692319E+07	   4.380109E+07	   3.558284E-01	  -5.373444E-03	  -2.841643E-02	  -5.121701E-04	  -1.833474E-03	   1.329582E-04	  -2.396481E-02	  -9.454622E-03	  -1.055513E-02	  -1.274191E-04	  -8.670692E-04	  -1.172639E-04	   1.033253E+05	   0.000000E+00	   0.000000E+00	  -2.207403E+05	   0.000000E+00	   0.000000E+00	   3.048464E+05	   0.000000E+00	   0.000000E+00	  -4.107733E+05	   0.000000E+00	   0.000000E+00	   6.059501E+05	   0.000000E+00	   0.000000E+00
   18.4800	   1.049126E+00	   1.049126E+00	   0.000000E+00	   6.537953E+00	  -6.921358E-02	  -2.114630E-01	   8.892206E-05	  -2.596471E-02	   2.432491E-02	   3.600941E+06	  -6.447468E+05	   2.792557E+08	  -1.351706E+07	   3.749585E+07	   4.361498E+07	   3.555870E-01	  -5.468133E-03	  -2.852771E-02	  -5.135088E-04	  -1.838774E-03	   1.318196E-04	  -2.431707E-02	  -9.483258E-03	  -1.170055E-02	  -1.403033E-04	  -1.928260E-04	  -1.104700E-04	   1.029687E+05	   0.000000E+00	   0.000000E+00	  -2.276143E+05	   0.000000E+00	   0.000000E+00	   2.989780E+05	   0.000000E+00	   0.000000E+00	  -3.940684E+05	   0.000000E+00	   0.000000E+00	   6.020601E+05	   0.000000E+00	   0.000000E+00
   18.4900	   1.044701E+00	   1.044701E+00	   0.000000E+00	   6.541508E+00	  -6.926874E-02	  -2.117489E-01	   8.333223E-05	  -2.598299E-02	   2.432636E-02	   3.602585E+06	  -6.414542E+05	   2.792527E+08	  -1.343915E+07	   3.806836E+07	   4.342925E+07	   3.553452E-01	  -5.563046E-03	  -2.864707E-02	  -5.148071E-04	  -1.844035E-03	   1.306763E-04	  -2.403266E-02	  -9.499196E-03	  -1.217118E-02	  -1.193483E-04	  -8.594476E-04	  -1.181887E-04	   1.026085E+05	   0.000000E+00	   0.000000E+00	  -2.344876E+05	   0.000000E+00	   0.000000E+00	   2.931131E+05	   0.000000E+00	   0.000000E+00	  -3.773681E+05	   0.000000E+00	   0.000000E+00	   5.981758E+05	   0.000000E+00	   0.000000E+00
   18.5000	   1.040277E+00	   1.040277E+00	   0.000000E+00	   6.545060E+00	  -6.932484E-02	  -2.120360E-01	   7.772828E-05	  -2.600133E-02	   2.432781E-02	   3.604239E+06	  -6.381651E+05	   2.792497E+08	  -1.336162E+07	   3.864098E+07	   4.324382E+07	   3.551031E-01	  -5.658050E-03	  -2.877436E-02	  -5.160716E-04	  -1.849266E-03	   1.295320E-04	  -2.439128E-02	  -9.501643E-03	  -1.328835E-02	  -1.335580E-04	  -1.867492E-04	  -1.106601E-04	   1.022455E+05	   0.000000E+00	   0.000000E+00	  -2.413590E+05	   0.000000E+00	   0.000000E+00	   2.872511E+05	   0.000000E+00	   0.000000E+00	  -3.606723E+05	   0.000000E+00	   0.000000E+00	   5.942989E+05	   0.000000E+00	   0.000000E+00
   18.5100	   1.026484E+00	   1.026484E+00	   0.000000E+00	   6.548610E+00	  -6.938190E-02	  -2.123244E-01	   7.211051E-05	  -2.601972E-02	   2.432925E-02	   3.603632E+06	  -6.311547E+05	   2.792466E+08	  -1.324023E+07	   3.945645E+07	   4.293398E+07	   3.548606E-01	  -5.752999E-03	  -2.890917E-02	  -5.173096E-04	  -1.854464E-03	   1.283829E-04	  -2.412119E-02	  -9.488100E-03	  -1.367212E-02	  -1.140532E-04	  -8.529031E-04	  -1.191639E-04	   1.027234E+05	   0.000000E+00	   0.000000E+00	  -2.488109E+05	   0.000000E+00	   0.000000E+00	   2.792381E+05	   0.000000E+00	   0.000000E+00	  -3.414842E+05	   0.000000E+00	   0.000000E+00	   5.868460E+05	   0.000000E+00	   0.000000E+00
   18.5200	   1.012692E+00	   1.012692E+00	   0.000000E+00	   6.552157E+00	  -6.943990E-02	  -2.126142E-01	   6.647921E-05	  -2.603816E-02	   2.433067E-02	   3.603032E+06	  -6.241532E+05	   2.792435E+08	  -1.311928E+07	   4.027159E+07	   4.262579E+07	   3.546174E-01	  -5.847197E-03	  -2.905113E-02	  -5.185203E-04	  -1.859618E-03	   1.269000E-04	  -2.450647E-02	  -9.351549E-03	  -1.472064E-02	  -1.280811E-04	  -1.778192E-04	  -1.774165E-04	   1.032003E+05	   0.000000E+00	   0.000000E+00	  -2.562615E+05	   0.000000E+00	   0.000000E+00	   2.712288E+05	   0.000000E+00	   0.000000E+00	  -3.222985E+05	   0.000000E+00	   0.000000E+00	   5.793949E+05	   0.000000E+00	   0.000000E+00
   18.5300	   9.988991E-01	   9.988991E-01	   0.000000E+00	   6.555702E+00	  -6.949884E-02	  -2.129054E-01	   6.083464E-05	  -2.605665E-02	   2.433208E-02	   3.602444E+06	  -6.171619E+05	   2.792404E+08	  -1.299758E+07	   4.108730E+07	   4.231801E+07	   3.543732E-01	  -5.940017E-03	  -2.919948E-02	  -5.197088E-04	  -1.864711E-03	   1.253748E-04	  -2.433097E-02	  -9.212562E-03	  -1.494965E-02	  -1.096265E-04	  -8.407072E-04	  -1.276176E-04	   1.036771E+05	   0.000000E+00	   0.000000E+00	  -2.637105E+05	   0.000000E+00	   0.000000E+00	   2.632234E+05	   0.000000E+00	   0.000000E+00	  -3.031172E+05	   0.000000E+00	   0.000000E+00	   5.719448E+05	   0.000000E+00	   0.000000E+00
   18.5400	   9.851063E-01	   9.851063E-01	   0.000000E+00	   6.559245E+00	  -6.955869E-02	  -2.131982E-01	   5.517698E-05	  -2.607519E-02	   2.433347E-02	   3.601865E+06	  -6.101794E+05	   2.792374E+08	  -1.287642E+07	   4.190249E+07	   4.201017E+07	   3.541281E-01	  -6.031426E-03	  -2.935307E-02	  -5.208866E-04	  -1.869747E-03	   1.238677E-04	  -2.470227E-02	  -9.069067E-03	  -1.576800E-02	  -1.259141E-04	  -1.665910E-04	  -1.738136E-04	   1.041532E+05	   0.000000E+00	   0.000000E+00	  -2.711574E+05	   0.000000E+00	   0.000000E+00	   2.552216E+05	   0.000000E+00	   0.000000E+00	  -2.839382E+05	   0.000000E+00	   0.000000E+00	   5.644964E+05	   0.000000E+00	   0.000000E+00
   18.5500	   9.713166E-01	   9.713166E-01	   0.000000E+00	   6.562785E+00	  -6.961946E-02	  -2.134925E-01	   4.950631E-05	  -2.609378E-02	   2.433485E-02	   3.601300E+06	  -6.032052E+05	   2.792344E+08	  -1.275560E+07	   4.271711E+07	   4.170278E+07	   3.538820E-01	  -6.121309E-03	  -2.951094E-02	  -5.220601E-04	  -1.874722E-03	   1.223315E-04	  -2.451591E-02	  -8.907633E-03	  -1.580569E-02	  -1.088052E-04	  -8.284960E-04	  -1.334249E-04	   1.046288E+05	   0.000000E+00	   0.000000E+00	  -2.786021E+05	   0.000000E+00	   0.000000E+00	   2.472254E+05	   0.000000E+00	   0.000000E+00	  -2.647663E+05	   0.000000E+00	   0.000000E+00	   5.570511E+05	   0.000000E+00	   0.000000E+00
   18.5600	   9.575239E-01	   9.575239E-01	   0.000000E+00	   6.566322E+00	  -6.968112E-02	  -2.137884E-01	   4.382266E-05	  -2.611242E-02	   2.433621E-02	   3.600744E+06	  -5.962375E+05	   2.792314E+08	  -1.263431E+07	   4.353229E+07	   4.139532E+07	   3.536350E-01	  -6.209564E-03	  -2.967200E-02	  -5.232365E-04	  -1.879644E-03	   1.208105E-04	  -2.488575E-02	  -8.743441E-03	  -1.640714E-02	  -1.264481E-04	  -1.558695E-04	  -1.707804E-04	   1.051039E+05	   0.000000E+00	   0.000000E+00	  -2.860470E+05	   0.000000E+00	   0.000000E+00	   2.392311E+05	   0.000000E+00	   0.000000E+00	  -2.455931E+05	   0.000000E+00	   0.000000E+00	   5.496062E+05	   0.000000E+00	   0.000000E+00
   18.5700	   9.437312E-01	   9.437312E-01	   0.000000E+00	   6.569858E+00	  -6.974364E-02	  -2.140860E-01	   3.812599E-05	  -2.613110E-02	   2.433756E-02	   3.600199E+06	  -5.892786E+05	   2.792285E+08	  -1.251298E+07	   4.434700E+07	   4.108817E+07	   3.533871E-01	  -6.296079E-03	  -2.983515E-02	  -5.244205E-04	  -1.884511E-03	   1.192722E-04	  -2.470060E-02	  -8.559467E-03	  -1.622296E-02	  -1.103652E-04	  -8.175240E-04	  -1.368743E-04	   1.055785E+05	   0.000000E+00	   0.000000E+00	  -2.934902E+05	   0.000000E+00	   0.000000E+00	   2.312409E+05	   0.000000E+00	   0.000000E+00	  -2.264242E+05	   0.000000E+00	   0.000000E+00	   5.421616E+05	   0.000000E+00	   0.000000E+00
   18.5800	   9.299387E-01	   9.299387E-01	   0.000000E+00	   6.573390E+00	  -6.980703E-02	  -2.143851E-01	   3.241621E-05	  -2.614984E-02	   2.433890E-02	   3.599668E+06	  -5.823278E+05	   2.792255E+08	  -1.239195E+07	   4.516149E+07	   4.078102E+07	   3.531381E-01	  -6.380748E-03	  -2.999916E-02	  -5.256164E-04	  -1.889333E-03	   1.177433E-04	  -2.509088E-02	  -8.374382E-03	  -1.657792E-02	  -1.288152E-04	  -1.469308E-04	  -1.689093E-04	   1.060525E+05	   0.000000E+00	   0.000000E+00	  -3.009314E+05	   0.000000E+00	   0.000000E+00	   2.232543E+05	   0.000000E+00	   0.000000E+00	  -2.072576E+05	   0.000000E+00	   0.000000E+00	   5.347192E+05	   0.000000E+00	   0.000000E+00
   18.5900	   9.161461E-01	   9.161461E-01	   0.000000E+00	   6.576920E+00	  -6.987125E-02	  -2.146859E-01	   2.669321E-05	  -2.616862E-02	   2.434022E-02	   3.599142E+06	  -5.753852E+05	   2.792225E+08	  -1.227065E+07	   4.597599E+07	   4.047412E+07	   3.528880E-01	  -6.463481E-03	  -3.016282E-02	  -5.268272E-04	  -1.894109E-03	   1.161986E-04	  -2.492078E-02	  -8.172216E-03	  -1.615359E-02	  -1.133398E-04	  -8.082186E-04	  -1.400172E-04	   1.065258E+05	   0.000000E+00	   0.000000E+00	  -3.083718E+05	   0.000000E+00	   0.000000E+00	   2.152715E+05	   0.000000E+00	   0.000000E+00	  -1.880945E+05	   0.000000E+00	   0.000000E+00	   5.272780E+05	   0.000000E+00	   0.000000E+00
   18.6000	   9.023534E-01	   9.023534E-01	   0.000000E+00	   6.580448E+00	  -6.993628E-02	  -2.149884E-01	   2.095682E-05	  -2.618745E-02	   2.434152E-02	   3.598630E+06	  -5.684526E+05	   2.792196E+08	  -1.214987E+07	   4.679037E+07	   4.016731E+07	   3.526368E-01	  -6.544203E-03	  -3.032485E-02	  -5.280546E-04	  -1.898846E-03	   1.146537E-04	  -2.533121E-02	  -7.972045E-03	  -1.625419E-02	  -1.321388E-04	  -1.391200E-04	  -1.689631E-04	   1.069987E+05	   0.000000E+00	   0.000000E+00	  -3.158102E+05	   0.000000E+00	   0.000000E+00	   2.072923E+05	   0.000000E+00	   0.000000E+00	  -1.689347E+05	   0.000000E+00	   0.000000E+00	   5.198385E+05	   0.000000E+00	   0.000000E+00
   18.6100	   8.885610E-01	   8.885610E-01	   0.000000E+00	   6.583973E+00	  -7.000212E-02	  -2.152924E-01	   1.520690E-05	  -2.620633E-02	   2.434281E-02	   3.598128E+06	  -5.615264E+05	   2.792166E+08	  -1.202860E+07	   4.760490E+07	   3.986069E+07	   3.523843E-01	  -6.622863E-03	  -3.048416E-02	  -5.292993E-04	  -1.903538E-03	   1.130919E-04	  -2.516218E-02	  -7.759952E-03	  -1.560780E-02	  -1.168075E-04	  -7.991856E-04	  -1.433970E-04	   1.074709E+05	   0.000000E+00	   0.000000E+00	  -3.232473E+05	   0.000000E+00	   0.000000E+00	   1.993170E+05	   0.000000E+00	   0.000000E+00	  -1.497761E+05	   0.000000E+00	   0.000000E+00	   5.123999E+05	   0.000000E+00	   0.000000E+00
   18.6200	   8.747683E-01	   8.747683E-01	   0.000000E+00	   6.587495E+00	  -7.006873E-02	  -2.155981E-01	   9.443283E-06	  -2.622526E-02	   2.434408E-02	   3.597639E+06	  -5.546101E+05	   2.792137E+08	  -1.190787E+07	   4.841881E+07	   3.955434E+07	   3.521307E-01	  -6.699433E-03	  -3.063969E-02	  -5.305609E-04	  -1.908188E-03	   1.115301E-04	  -2.557039E-02	  -7.554154E-03	  -1.549767E-02	  -1.354965E-04	  -1.309601E-04	  -1.689742E-04	   1.079427E+05	   0.000000E+00	   0.000000E+00	  -3.306832E+05	   0.000000E+00	   0.000000E+00	   1.913455E+05	   0.000000E+00	   0.000000E+00	  -1.306230E+05	   0.000000E+00	   0.000000E+00	   5.049638E+05	   0.000000E+00	   0.000000E+00
   18.6300	   8.609782E-01	   8.609782E-01	   0.000000E+00	   6.591015E+00	  -7.013610E-02	  -2.159052E-01	   3.665820E-06	  -2.624422E-02	   2.434534E-02	   3.597158E+06	  -5.477042E+05	   2.792108E+08	  -1.178670E+07	   4.923322E+07	   3.924815E+07	   3.518759E-01	  -6.773917E-03	  -3.079062E-02	  -5.318375E-04	  -1.912792E-03	   1.099567E-04	  -2.538707E-02	  -7.342738E-03	  -1.468720E-02	  -1.198383E-04	  -7.898141E-04	  -1.457064E-04	   1.084137E+05	   0.000000E+00	   0.000000E+00	  -3.381160E+05	   0.000000E+00	   0.000000E+00	   1.833790E+05	   0.000000E+00	   0.000000E+00	  -1.114760E+05	   0.000000E+00	   0.000000E+00	   4.975302E+05	   0.000000E+00	   0.000000E+00
   18.6400	   8.471856E-01	   8.471856E-01	   0.000000E+00	   6.594533E+00	  -7.020420E-02	  -2.162138E-01	  -2.125615E-06	  -2.626324E-02	   2.434659E-02	   3.596690E+06	  -5.408058E+05	   2.792078E+08	  -1.166526E+07	   5.004735E+07	   3.894206E+07	   3.516200E-01	  -6.846342E-03	  -3.093625E-02	  -5.331264E-04	  -1.917357E-03	   1.083895E-04	  -2.579357E-02	  -7.142220E-03	  -1.443904E-02	  -1.379489E-04	  -1.231458E-04	  -1.677380E-04	   1.088845E+05	   0.000000E+00	   0.000000E+00	  -3.455491E+05	   0.000000E+00	   0.000000E+00	   1.754148E+05	   0.000000E+00	   0.000000E+00	  -9.232851E+04	   0.000000E+00	   0.000000E+00	   4.900960E+05	   0.000000E+00	   0.000000E+00
   18.6500	   8.333931E-01	   8.333931E-01	   0.000000E+00	   6.598048E+00	  -7.027302E-02	  -2.165239E-01	  -7.931114E-06	  -2.628230E-02	   2.434782E-02	   3.596230E+06	  -5.339151E+05	   2.792049E+08	  -1.154394E+07	   5.086104E+07	   3.863611E+07	   3.513629E-01	  -6.916763E-03	  -3.107606E-02	  -5.344237E-04	  -1.921882E-03	   1.068092E-04	  -2.561749E-02	  -6.942003E-03	  -1.352448E-02	  -1.214990E-04	  -7.818040E-04	  -1.483099E-04	   1.093546E+05	   0.000000E+00	   0.000000E+00	  -3.529801E+05	   0.000000E+00	   0.000000E+00	   1.674544E+05	   0.000000E+00	   0.000000E+00	  -7.318338E+04	   0.000000E+00	   0.000000E+00	   4.826629E+05	   0.000000E+00	   0.000000E+00
   18.6600	   8.196005E-01	   8.196005E-01	   0.000000E+00	   6.601560E+00	  -7.034253E-02	  -2.168353E-01	  -1.375073E-05	  -2.630141E-02	   2.434903E-02	   3.595784E+06	  -5.270337E+05	   2.792020E+08	  -1.142336E+07	   5.167565E+07	   3.833030E+07	   3.511046E-01	  -6.985256E-03	  -3.120968E-02	  -5.357242E-04	  -1.926375E-03	   1.052343E-04	  -2.604474E-02	  -6.756585E-03	  -1.319926E-02	  -1.385937E-04	  -1.169033E-04	  -1.666680E-04	   1.098243E+05	   0.000000E+00	   0.000000E+00	  -3.604099E+05	   0.000000E+00	   0.000000E+00	   1.594977E+05	   0.000000E+00	   0.000000E+00	  -5.404160E+04	   0.000000E+00	   0.000000E+00	   4.752329E+05	   0.000000E+00	   0.000000E+00
   18.6700	   8.058078E-01	   8.058078E-01	   0.000000E+00	   6.605070E+00	  -7.041271E-02	  -2.171481E-01	  -1.958445E-05	  -2.632056E-02	   2.435023E-02	   3.595344E+06	  -5.201606E+05	   2.791990E+08	  -1.130235E+07	   5.248999E+07	   3.802480E+07	   3.508449E-01	  -7.051923E-03	  -3.133687E-02	  -5.370221E-04	  -1.930834E-03	   1.036383E-04	  -2.588241E-02	  -6.576753E-03	  -1.223715E-02	  -1.209926E-04	  -7.747843E-04	  -1.525464E-04	   1.102936E+05	   0.000000E+00	   0.000000E+00	  -3.678386E+05	   0.000000E+00	   0.000000E+00	   1.515448E+05	   0.000000E+00	   0.000000E+00	  -3.490316E+04	   0.000000E+00	   0.000000E+00	   4.678031E+05	   0.000000E+00	   0.000000E+00
   18.6800	   7.920153E-01	   7.920153E-01	   0.000000E+00	   6.608577E+00	  -7.048356E-02	  -2.174620E-01	  -2.543221E-05	  -2.633975E-02	   2.435141E-02	   3.594919E+06	  -5.132952E+05	   2.791960E+08	  -1.118149E+07	   5.330372E+07	   3.771939E+07	   3.505840E-01	  -7.116883E-03	  -3.145758E-02	  -5.383109E-04	  -1.935261E-03	   1.020449E-04	  -2.631755E-02	  -6.415216E-03	  -1.190536E-02	  -1.367778E-04	  -1.107148E-04	  -1.661349E-04	   1.107620E+05	   0.000000E+00	   0.000000E+00	  -3.752660E+05	   0.000000E+00	   0.000000E+00	   1.435954E+05	   0.000000E+00	   0.000000E+00	  -1.576701E+04	   0.000000E+00	   0.000000E+00	   4.603743E+05	   0.000000E+00	   0.000000E+00
   18.6900	   7.782227E-01	   7.782227E-01	   0.000000E+00	   6.612082E+00	  -7.055505E-02	  -2.177772E-01	  -3.129389E-05	  -2.635899E-02	   2.435257E-02	   3.594500E+06	  -5.064415E+05	   2.791931E+08	  -1.106027E+07	   5.411765E+07	   3.741416E+07	   3.503216E-01	  -7.180277E-03	  -3.157199E-02	  -5.395838E-04	  -1.939650E-03	   1.004253E-04	  -2.614799E-02	  -6.263614E-03	  -1.097687E-02	  -1.178064E-04	  -7.670580E-04	  -1.577654E-04	   1.112300E+05	   0.000000E+00	   0.000000E+00	  -3.826913E+05	   0.000000E+00	   0.000000E+00	   1.356494E+05	   0.000000E+00	   0.000000E+00	   3.364711E+03	   0.000000E+00	   0.000000E+00	   4.529480E+05	   0.000000E+00	   0.000000E+00
   18.7000	   7.644300E-01	   7.644300E-01	   0.000000E+00	   6.615583E+00	  -7.062715E-02	  -2.180934E-01	  -3.716926E-05	  -2.637827E-02	   2.435373E-02	   3.594099E+06	  -4.995937E+05	   2.791900E+08	  -1.093939E+07	   5.493159E+07	   3.710916E+07	   3.500580E-01	  -7.242260E-03	  -3.168052E-02	  -5.408335E-04	  -1.944002E-03	   9.880953E-05	  -2.656930E-02	  -6.132964E-03	  -1.072994E-02	  -1.321311E-04	  -1.033901E-04	  -1.653984E-04	   1.116973E+05	   0.000000E+00	   0.000000E+00	  -3.901155E+05	   0.000000E+00	   0.000000E+00	   1.277075E+05	   0.000000E+00	   0.000000E+00	   2.249417E+04	   0.000000E+00	   0.000000E+00	   4.455227E+05	   0.000000E+00	   0.000000E+00
   18.7100	   7.506401E-01	   7.506401E-01	   0.000000E+00	   6.619083E+00	  -7.069989E-02	  -2.184108E-01	  -4.305806E-05	  -2.639759E-02	   2.435486E-02	   3.593703E+06	  -4.927561E+05	   2.791871E+08	  -1.081893E+07	   5.574533E+07	   3.680447E+07	   3.497933E-01	  -7.302999E-03	  -3.178379E-02	  -5.420527E-04	  -1.948311E-03	   9.717223E-05	  -2.638267E-02	  -6.014924E-03	  -9.923374E-03	  -1.117196E-04	  -7.584483E-04	  -1.620625E-04	   1.121644E+05	   0.000000E+00	   0.000000E+00	  -3.975366E+05	   0.000000E+00	   0.000000E+00	   1.197709E+05	   0.000000E+00	   0.000000E+00	   4.161654E+04	   0.000000E+00	   0.000000E+00	   4.380997E+05	   0.000000E+00	   0.000000E+00
   18.7200	   7.368475E-01	   7.368475E-01	   0.000000E+00	   6.622580E+00	  -7.077321E-02	  -2.187291E-01	  -4.895994E-05	  -2.641696E-02	   2.435598E-02	   3.593319E+06	  -4.859258E+05	   2.791842E+08	  -1.069769E+07	   5.655937E+07	   3.649978E+07	   3.495274E-01	  -7.362667E-03	  -3.188263E-02	  -5.432342E-04	  -1.952583E-03	   9.553986E-05	  -2.679568E-02	  -5.918644E-03	  -9.844393E-03	  -1.245702E-04	  -9.580111E-05	  -1.644118E-04	   1.126310E+05	   0.000000E+00	   0.000000E+00	  -4.049576E+05	   0.000000E+00	   0.000000E+00	   1.118361E+05	   0.000000E+00	   0.000000E+00	   6.074037E+04	   0.000000E+00	   0.000000E+00	   4.306777E+05	   0.000000E+00	   0.000000E+00
   18.7300	   7.230548E-01	   7.230548E-01	   0.000000E+00	   6.626073E+00	  -7.084713E-02	  -2.190484E-01	  -5.487447E-05	  -2.643637E-02	   2.435708E-02	   3.592946E+06	  -4.791034E+05	   2.791812E+08	  -1.057706E+07	   5.737290E+07	   3.619546E+07	   3.492604E-01	  -7.421438E-03	  -3.197793E-02	  -5.443709E-04	  -1.956813E-03	   9.388999E-05	  -2.661098E-02	  -5.835417E-03	  -9.216482E-03	  -1.027733E-04	  -7.503398E-04	  -1.655616E-04	   1.130972E+05	   0.000000E+00	   0.000000E+00	  -4.123778E+05	   0.000000E+00	   0.000000E+00	   1.039054E+05	   0.000000E+00	   0.000000E+00	   7.985979E+04	   0.000000E+00	   0.000000E+00	   4.232567E+05	   0.000000E+00	   0.000000E+00
   18.7400	   7.092623E-01	   7.092623E-01	   0.000000E+00	   6.629565E+00	  -7.092164E-02	  -2.193687E-01	  -6.080115E-05	  -2.645582E-02	   2.435817E-02	   3.592584E+06	  -4.722883E+05	   2.791782E+08	  -1.045680E+07	   5.818652E+07	   3.589116E+07	   3.489921E-01	  -7.479478E-03	  -3.207073E-02	  -5.454561E-04	  -1.961010E-03	   9.223647E-05	  -2.703517E-02	  -5.772576E-03	  -9.343526E-03	  -1.142755E-04	  -8.891286E-05	  -1.651426E-04	   1.135627E+05	   0.000000E+00	   0.000000E+00	  -4.197964E+05	   0.000000E+00	   0.000000E+00	   9.597790E+04	   0.000000E+00	   0.000000E+00	   9.897805E+04	   0.000000E+00	   0.000000E+00	   4.158366E+05	   0.000000E+00	   0.000000E+00
   18.7500	   6.954697E-01	   6.954697E-01	   0.000000E+00	   6.633053E+00	  -7.099672E-02	  -2.196898E-01	  -6.673946E-05	  -2.647531E-02	   2.435924E-02	   3.592235E+06	  -4.654813E+05	   2.791752E+08	  -1.033640E+07	   5.900019E+07	   3.558705E+07	   3.487227E-01	  -7.536947E-03	  -3.216204E-02	  -5.464841E-04	  -1.965166E-03	   9.056411E-05	  -2.685746E-02	  -5.721402E-03	  -8.918705E-03	  -9.132364E-05	  -7.423399E-04	  -1.693272E-04	   1.140272E+05	   0.000000E+00	   0.000000E+00	  -4.272129E+05	   0.000000E+00	   0.000000E+00	   8.805398E+04	   0.000000E+00	   0.000000E+00	   1.180929E+05	   0.000000E+00	   0.000000E+00	   4.084190E+05	   0.000000E+00	   0.000000E+00
   18.7600	   6.816771E-01	   6.816771E-01	   0.000000E+00	   6.636539E+00	  -7.107237E-02	  -2.200119E-01	  -7.268875E-05	  -2.649484E-02	   2.436030E-02	   3.591892E+06	  -4.586818E+05	   2.791722E+08	  -1.021604E+07	   5.981341E+07	   3.528330E+07	   3.484520E-01	  -7.593994E-03	  -3.225301E-02	  -5.474497E-04	  -1.969283E-03	   8.887809E-05	  -2.727824E-02	  -5.687808E-03	  -9.274259E-03	  -1.017862E-04	  -8.113537E-05	  -1.678791E-04	   1.144914E+05	   0.000000E+00	   0.000000E+00	  -4.346288E+05	   0.000000E+00	   0.000000E+00	   8.013410E+04	   0.000000E+00	   0.000000E+00	   1.372034E+05	   0.000000E+00	   0.000000E+00	   4.010015E+05	   0.000000E+00	   0.000000E+00
   18.7700	   6.678845E-01	   6.678845E-01	   0.000000E+00	   6.640022E+00	  -7.114860E-02	  -2.203349E-01	  -7.864839E-05	  -2.651442E-02	   2.436133E-02	   3.591562E+06	  -4.518912E+05	   2.791693E+08	  -1.009610E+07	   6.062675E+07	   3.497968E+07	   3.481802E-01	  -7.650748E-03	  -3.234477E-02	  -5.483489E-04	  -1.973352E-03	   8.717569E-05	  -2.708311E-02	  -5.663170E-03	  -9.078215E-03	  -7.805751E-05	  -7.326734E-04	  -1.726004E-04	   1.149555E+05	   0.000000E+00	   0.000000E+00	  -4.420425E+05	   0.000000E+00	   0.000000E+00	   7.221745E+04	   0.000000E+00	   0.000000E+00	   1.563117E+05	   0.000000E+00	   0.000000E+00	   3.935866E+05	   0.000000E+00	   0.000000E+00
   18.7800	   6.540919E-01	   6.540919E-01	   0.000000E+00	   6.643503E+00	  -7.122539E-02	  -2.206588E-01	  -8.461769E-05	  -2.653403E-02	   2.436236E-02	   3.591240E+06	  -4.451079E+05	   2.791663E+08	  -9.976209E+06	   6.143981E+07	   3.467634E+07	   3.479074E-01	  -7.707324E-03	  -3.243854E-02	  -5.491788E-04	  -1.977374E-03	   8.545894E-05	  -2.748120E-02	  -5.652063E-03	  -9.675556E-03	  -8.791367E-05	  -7.159794E-05	  -1.707481E-04	   1.154187E+05	   0.000000E+00	   0.000000E+00	  -4.494556E+05	   0.000000E+00	   0.000000E+00	   6.430461E+04	   0.000000E+00	   0.000000E+00	   1.754155E+05	   0.000000E+00	   0.000000E+00	   3.861718E+05	   0.000000E+00	   0.000000E+00
